id,category,topic,title,question,answer,keywords,source,url
568,"Agriculture,Rural & Environment",DOMOPPE,Distribution of Manually Operated Plant Protection Equipment,What is Distribution of Manually Operated Plant Protection Equipment?,"The ""Distribution of Manually Operated Plant Protection Equipment"" scheme provides farmers with a subsidy of 50% on the cost of equipment to enhance agricultural practices.","Agriculture, Farmer, Equipment Distribution, Manually Operated Equipment, Plant Protection Equipment, Subsidy, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/domoppe
569,"Agriculture,Rural & Environment",DOGOS,Distribution of Gypsum-Oil Seeds,What is Distribution of Gypsum-Oil Seeds?,"The ""Distribution of Gypsum-Oil Seeds"" scheme provides a subsidy on the cost of gypsum material and transportation cost, to farmers who produce and supply Foundation and Certified Class seeds.","Agriculture, Farmer, Seed Distribution, Gypsum, Oil Seeds, Subsidy, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/dogos
570,"Agriculture,Rural & Environment",DONPV,Distribution of Nuclear Poly Hedrosis Virus,What is Distribution of Nuclear Poly Hedrosis Virus?,"The ""Distribution of Nuclear Poly Hedrosis Virus"" scheme provides subsidies for the distribution of Nuclear Poly Hedrosis Virus (NPV) to farmers raising seed farms with Pulses crops.","Agriculture, Farmer, Nuclear Poly Hedrosis Virus, NPV, Subsidy, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/donpv
571,"Agriculture,Rural & Environment",QPSD,Quality Paddy Seed Distribution,What is Quality Paddy Seed Distribution?,The “Quality Paddy Seed Distribution” Scheme offers a subsidy of ₹5/- per kg on certified paddy seeds.,"Agriculture, Farmer, Paddy, Seed Production, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/qpsd
572,"Agriculture,Rural & Environment",TTF,Training to Farmers,What is Training to Farmers?,"The scheme “Training to Farmers” provides training to maize farmers across various districts, aiming to enhance farming practices and increase productivity.","Agriculture, Farmer, Maize, Training, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/ttf
573,"Agriculture,Rural & Environment",OBD,Organizing Block Demonstration,What is Organizing Block Demonstration?,"The “Organizing Block Demonstration” scheme provides a 50% subsidy or ₹2,000/- (whichever is less) on input costs for demonstrating the cultivation of Pulses crops over 5 hectares.","Agriculture, Farmer, Block Demonstration, Subsidy, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/obd
574,"Agriculture,Rural & Environment",OBDTDAATTNAU,Organizing Block Demonstration Through Department And Also Through TNAU,What is Organizing Block Demonstration Through Department And Also Through TNAU?,"The scheme ""Organizing Block Demonstration Through Department And Also Through TNAU"" offers grants to farmers for maize cultivation. Farmers can avail a subsidy for demonstrating cultivation practices on a 1-hectare plot.","Agriculture, Farmer, Block Demonstration, Maize, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/obdtdaattnau
575,"Agriculture,Rural & Environment",POCSM,Production of Certified Seeds of Maize,What is Production of Certified Seeds of Maize?,"The ""Production of Certified Seeds of Maize"" scheme, aims to promote the production of certified maize seeds by providing subsidy to farmers in select districts of Tamil Nadu.","Agriculture, Farmer, Certified Seeds, Production Of Seeds, Maize, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/pocsm
576,"Agriculture,Rural & Environment",FPY,Fal Podharopan Yojana,What is Fal Podharopan Yojana?,The objective of this scheme is to expand the area under fruit plantation in the district and increase the fruit production. This scheme is implemented in all the 52 districts of the state.,"Fruit, Plantation, Farm, Farmer, Plant, Crop, Agriculture, Horticulture, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/fpy
577,"Agriculture,Rural & Environment",NPVY,Nariwal Paudha Vitaran Yojana,What is Nariwal Paudha Vitaran Yojana?,"The scheme aimed at promoting coconut cultivation in non-traditional areas like Bihar. Under this scheme, farmers and urban residents can obtain coconut saplings at a subsidized rate to encourage widespread plantation and utilization.","Agriculture, Subsidy, Plant Supply, Financial Assistance, Coconut Development, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/npvy
578,"Agriculture,Rural & Environment",MBYAVYB,Mukhyamantri Bagwani Mission: Anjeer Vikas Yojana,What is Mukhyamantri Bagwani Mission: Anjeer Vikas Yojana?,The Scheme aims to expand plantain cultivation across all districts in Bihar. Farmers can receive subsidies for up to 10 acres and access high-quality tissue-cultured plants for cultivation.,"Agriculture, Subsidy, Plant Supply, Financial Assistance, Fig Development, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/mbyavyb
579,"Agriculture,Rural & Environment",PDDUSPBY,Pandit Deen Dayal Upadhyay Samoohik Pashudhan Beema Yojana,What is Pandit Deen Dayal Upadhyay Samoohik Pashudhan Beema Yojana?,"The scheme ""Pandit Deen Dayal Upadhyay Samoohik Pashudhan Beema Yojana"" aims to provide socio-economic security to livestock farmers in the state by covering livestock under an insurance scheme. Financial protection against the risk of loss due to animal death is extended to livestock owners.","Animal, Husbandry, Liverstock, Scheduled Caste, BPL, Insurance, Below Poverty Line, SC, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/pdduspby
580,"Agriculture,Rural & Environment",SLISC,Special Livestock Insurance Scheme,What is Special Livestock Insurance Scheme?,"""Special Livestock Insurance Scheme"" is a welfare initiative targeting SC families engaged in livestock rearing. The scheme provides free insurance for livestock, enhancing the economic security of resource-poor SC families. The scheme covers milch animals, sheep, goats, pigs, camels, etc;","Liverstock, Insurance, Animal, Scheduled Caste, Employment, Sheep, Goat, Agriculture,Rural & Environment, Health & Wellness",State,https://www.myscheme.gov.in/schemes/slisc
581,"Agriculture,Rural & Environment",PSSS,Panchayat Secretariat Strengthening Scheme,What is Panchayat Secretariat Strengthening Scheme?,"The ""Panchayat Secretariat Strengthening Scheme"" by the Panchayati Raj Department, Government of Jharkhand, aims to provide financial assistance of ₹15,000 per month to each Gram Panchayat for operational and maintenance purposes, ensuring efficient governance at the grassroots level.","Financial Assistance, Gram Panchayat, Infrastructure Development, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/psss
582,"Agriculture,Rural & Environment",AVG,Arka Vertical Garden,What is Arka Vertical Garden?,"""Arka Vertical Garden"" aims to promote vertical gardening in urban and peri-urban areas to increase self-sufficiency and produce pesticide-free vegetables. The scheme provides subsidized vertical garden structures to help families grow their choice of vegetables using vertical space.","Garden, Environment, Plant, Irrigation, Subsidy, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/avg
583,"Agriculture,Rural & Environment",SPAFOF,Scheme of Providing Assistance to Encourage Farmers for Adoption of Organic Farming,What is Scheme of Providing Assistance to Encourage Farmers for Adoption of Organic Farming?,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Dept., Gujarat. It aims to promote organic farming by providing financial assistance to farmers for certification, input subsidies, and residue testing.","Agriculture, Farmer, Organic Farming, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/spafof
584,"Agriculture,Rural & Environment",FSSS,Farm Storage Structure Scheme,What is Farm Storage Structure Scheme?,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Dept., Gujarat. It aims to help farmers to protect their harvested crops from damage due to natural calamities and store them safely for better financial returns by selling at optimal prices.","Agriculture, Farmer, Crop Protection, Crop Storage, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/fsss
585,"Agriculture,Rural & Environment",AFCCDWT,To Assist the Farmers for Construction of Community Base Water Tank/Storage Structure for Efficient Use of Water Through Drip Irrigation,What is To Assist the Farmers for Construction of Community Base Water Tank/Storage Structure for Efficient Use of Water Through Drip Irrigation?,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance to farmers for constructing community-based water tanks/storage structures to ensure efficient water use through drip irrigation.","Agriculture, Farmer, Water Resources, Community Base Water Tank, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/afccdwt
586,"Agriculture,Rural & Environment",SEFAVC,Scheme to Encourage Farmers to Add Value to Crops,What is Scheme to Encourage Farmers to Add Value to Crops?,The scheme provides financial assistance to farmers across Gujarat in adding value to their crops by providing financial assistance for purchasing machinery.,"Agriculture, Value Addition In Crops, Machinery Subsidy, Farmer, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/sefavc
587,"Agriculture,Rural & Environment",AFPDCCS,Assistance for Power Driven Chaff Cutter scheme,What is Assistance for Power Driven Chaff Cutter scheme?,"The ""Assistance for Power Driven Chaff Cutter Scheme"" introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, is designed to help farmers reduce fodder wastage and improve their dairy farming efficiency.","Animal Husbandry, Dairy Farming, Chaff Cutter, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/afpdccs
588,"Agriculture,Rural & Environment",MMSYUK,Mukhyamantri Matsya Sampada Yojana,What is Mukhyamantri Matsya Sampada Yojana?,"The scheme aims to enhance fish production, generate employment opportunities, and improve the livelihoods of fish farmers by providing free training, field visits, and seminars on various fisheries-related activities.","Fisheries, Fish, Fish Farming, Training, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/cmfs
589,"Agriculture,Rural & Environment",PMMSYMCIBHR,Pradhan Mantri Matsya Sampada Yojana: Motor Cycle with Ice Box - Haryana,What is Pradhan Mantri Matsya Sampada Yojana: Motor Cycle with Ice Box - Haryana?,"The scheme aims to strengthen fish transportation infrastructure and ensure the freshness and quality of fish during transit. Under this scheme, financial assistance is provided to fishers for purchasing motorcycles equipped with ice boxes, ensuring efficient and hygienic fish transport.","Subsidy, Fishermen, Motorcycle, Fish, Ice Box, Fisheries, Agriculture,Rural & Environment, Business & Entrepreneurship",State,https://www.myscheme.gov.in/schemes/mcwibs
590,"Agriculture,Rural & Environment",FIPCSOMC,PMMSY: Ice Plant/Cold Store of minimum 10-ton capacity Haryana,What is PMMSY: Ice Plant/Cold Store of minimum 10-ton capacity Haryana?,The subsidy for 10-ton capacity ice plant/cold storage units under Pradhan Mantri Matsya Sampada Yojana (PMMSY) supports the establishment of ice plants or cold storage facilities with a minimum capacity of 10 tons to improve fish preservation and cold chain infrastructure in Haryana.,"Fish Farmers, Entrepreneurs, Cold Chain Infrastructure, Fish Preservation, Agriculture,Rural & Environment, Social welfare & Empowerment, Business & Entrepreneurship",State,https://www.myscheme.gov.in/schemes/sfipcsomc
591,"Agriculture,Rural & Environment",IVS,PMMSY: Insulated Vehicles - Haryana,What is PMMSY: Insulated Vehicles - Haryana?,The scheme aims to provide a subsidy per unit for purchasing insulated vehicles for the beneficiaries to promote cold-chain logistics in fish transportation.,"Fish Farmer, Vehicle, Financial Assistance, Transportation, Agriculture,Rural & Environment, Transport & Infrastructure",State,https://www.myscheme.gov.in/schemes/ivs
592,"Agriculture,Rural & Environment",FIPCSOMTC,PMMSY: Ice Plant/Cold Store of Minimum 20-Ton Capacity - Haryana,What is PMMSY: Ice Plant/Cold Store of Minimum 20-Ton Capacity - Haryana?,The subsidy for 20-ton capacity ice plant/cold storage units under Pradhan Mantri Matsya Sampada Yojana (PMMSY) supports the establishment of ice plants or cold storage facilities with a minimum capacity of 20 tons to improve fish preservation and cold chain infrastructure in Haryana.,"Entrepreneurs, Fish Farmers, Fish Preservation, Cold Chain Infrastructure, Agriculture,Rural & Environment, Business & Entrepreneurship, Social welfare & Empowerment",State,https://www.myscheme.gov.in/schemes/sfipcsomtc
